Identifier,Crime Type,Date/Time,Address,Agency
130012980,Theft,12/28/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130012984,Theft,12/28/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
131228121,Theft,12/28/13 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
130012990,Theft,12/28/13 0:00,3300 Block CABRILLO AV,Santa Clara City Police Department
131228172,Theft,12/28/13 0:00,3300 Block CABRILLO AV,Santa Clara City Police Department
13-07222,Assault,12/28/13 1:50,800 Block HARPSTER DR,Mountain View Police Department
130010220,Assault,12/28/13 6:50,1200 Block POPLAR AV,Sunnyvale Department of Public Safety
13-07231,Breaking & Entering,12/28/13 19:33,3400 Block SHADY SPRING LN,Mountain View Police Department
130010234,Breaking & Entering,12/28/13 21:02,600 Block GAIL AV,Sunnyvale Department of Public Safety
130010245,Theft from Vehicle,12/29/13 13:26,1000 Block E EVELYN AV,Sunnyvale Department of Public Safety
130013028,Theft,12/30/13 0:00,2500 Block AMETHYST DR,Santa Clara City Police Department
130010258,Breaking & Entering,12/30/13 7:37,1100 Block SONORA CT,Sunnyvale Department of Public Safety
130010257,Theft,12/30/13 7:46,900 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
13-07264,Theft from Vehicle,12/30/13 8:23,700 Block CONTINENTAL CIR,Mountain View Police Department
13-07248,Theft from Vehicle,12/30/13 8:36,800 Block HEATHERSTONE WAY,Mountain View Police Department
130010259,Theft from Vehicle,12/30/13 9:09,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
13-07251,Theft of Vehicle,12/30/13 9:27,700 Block CONTINENTAL CIR,Mountain View Police Department
130010263,Theft,12/30/13 9:35,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
13-07253,Breaking & Entering,12/30/13 9:49,600 Block BARBARA AV,Mountain View Police Department
148000004,Theft from Vehicle,12/30/13 10:54,600 Block S FAIR OAKS AVE,Sunnyvale Department of Public Safety
13-07256,Breaking & Entering,12/30/13 15:31,1200 Block MARILYN DR,Mountain View Police Department
130010275,Breaking & Entering,12/30/13 16:39,500 Block E WASHINGTON AV,Sunnyvale Department of Public Safety
13-07257,Theft,12/30/13 17:50,800 Block E EL CAMINO REAL,Mountain View Police Department
130010278,Theft,12/30/13 18:38,1200 Block VICENTE DR,Sunnyvale Department of Public Safety
130010281,Robbery,12/30/13 20:41,1100 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
13-07262,Theft,12/31/13 8:02,700 Block CONTINENTAL CIR,Mountain View Police Department
13-07268,Theft,12/31/13 9:00,1200 Block GRANT RD,Mountain View Police Department
130010305,Breaking & Entering,12/31/13 15:10,1000 Block BRYANT WY,Sunnyvale Department of Public Safety
130010311,Breaking & Entering,12/31/13 23:07,800 Block RUBIS DR,Sunnyvale Department of Public Safety
S140510414,Breaking & Entering,2/20/14 19:09,900 Block TERRACE DR,Santa Clara County Sheriff's Office
14-00989,Assault,2/20/14 14:51,500 Block VIEW ST,Mountain View Police Department
14-00982,Theft,2/20/14 10:56,1000 Block ROSE AV,Mountain View Police Department
140001933,Theft,2/20/14 0:00,1900 Block HALFORD AV,Santa Clara City Police Department
140220223,Theft,2/20/14 0:00,3700 Block POINCIANA DR,Santa Clara City Police Department
140220208,Theft,2/20/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140220170,Breaking & Entering,2/20/14 0:00,2400 Block AMETHYST DR,Santa Clara City Police Department
140001939,Theft,2/20/14 0:00,3400 Block EL CAMINO REAL,Santa Clara City Police Department
140001936,Theft,2/20/14 0:00,3700 Block POINCIANA DR,Santa Clara City Police Department
140001949,Theft,2/20/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140001290,Theft from Vehicle,2/19/14 21:06,500 Block LAWRENCE EX,Sunnyvale Department of Public Safety
14-00961,Other Sexual Offense,2/19/14 12:59,STEVENS CREEK TRL & WHISMAN PARK BRI,Mountain View Police Department
140001897,Theft,2/19/14 0:00,2100 Block BROWN AV,Santa Clara City Police Department
140219178,Theft,2/19/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140001895,Theft,2/19/14 0:00,3400 Block VICTORIA AV,Santa Clara City Police Department
140001875,Theft,2/19/14 0:00,3500 Block GRANADA AV,Santa Clara City Police Department
140001874,Theft,2/19/14 0:00,3400 Block VICTORIA AV,Santa Clara City Police Department
140001252,Breaking & Entering,2/18/14 20:27,1300 Block ARLEEN AV,Sunnyvale Department of Public Safety
140001250,Theft from Vehicle,2/18/14 19:04,1200 Block OAKMEAD PK,Sunnyvale Department of Public Safety
14-00941,Theft from Vehicle,2/18/14 16:36,200 Block W EL CAMINO REAL,Mountain View Police Department
140001243,Theft from Vehicle,2/18/14 16:08,1100 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
140001242,Theft from Vehicle,2/18/14 15:50,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
140001248,Robbery,2/18/14 15:17,100 Block S BERNARDO AV,Sunnyvale Department of Public Safety
140001235,Breaking & Entering,2/18/14 11:41,800 Block RUBIS DR,Sunnyvale Department of Public Safety
140218095,Theft,2/18/14 0:00,2900 Block CABRILLO AV,Santa Clara City Police Department
140001835,Theft,2/18/14 0:00,3100 Block EL CAMINO REAL,Santa Clara City Police Department
140001836,Assault,2/18/14 0:00,LAWRENCE STATION RD & ST LAWRENCE DR,Santa Clara City Police Department
140001214,Assault with Deadly Weapon,2/17/14 16:34,N MATHILDA AV & W CALIFORNIA AV,Sunnyvale Department of Public Safety
14-00919,Theft of Vehicle,2/17/14 14:33,100 Block E EVELYN AV,Mountain View Police Department
14-00917,Theft,2/17/14 13:37,1700 Block MIRAMONTE AV,Mountain View Police Department
140217-0721,Theft,2/17/14 13:37,700 Block SUNSHINE DR,Los Altos Police Department
S140480234,Theft,2/17/14 13:26,100 Block HOLLAND CT,Santa Clara County Sheriff's Office
140001207,Robbery,2/17/14 12:25,500 Block S MURPHY AV,Sunnyvale Department of Public Safety
140001210,Theft from Vehicle,2/17/14 11:43,1100 Block LAWRENCE EX,Sunnyvale Department of Public Safety
14-00910,Theft,2/17/14 9:42,200 Block E DANA ST,Mountain View Police Department
14-00902,Theft,2/17/14 8:05,1200 Block DALE AV,Mountain View Police Department
140217147,Theft,2/17/14 0:00,3300 Block EL CAMINO REAL,Santa Clara City Police Department
140001795,Theft,2/17/14 0:00,3600 Block ENOCHS,Santa Clara City Police Department
140217164,Vehicle Recovery,2/17/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140217189,Theft,2/17/14 0:00,2900 Block EL CAMINO REAL,Santa Clara City Police Department
140217190,Theft,2/17/14 0:00,3200 Block CENTRAL EXPY,Santa Clara City Police Department
140001821,Theft,2/17/14 0:00,2900 Block EL CAMINO REAL,Santa Clara City Police Department
140001813,Vehicle Recovery,2/17/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140217166,Robbery,2/17/14 0:00,3300 Block EL CAMINO REAL,Santa Clara City Police Department
140001822,Theft,2/17/14 0:00,3200 Block CENTRAL EXPY,Santa Clara City Police Department
140001192,Breaking & Entering,2/16/14 13:25,1100 Block BLAIR AV,Sunnyvale Department of Public Safety
140001170,Robbery,2/15/14 20:24,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
140001142,Breaking & Entering,2/14/14 15:18,900 Block ERICA DR,Sunnyvale Department of Public Safety
140001139,Other Sexual Offense,2/14/14 14:32,1200 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
140001122,Theft from Vehicle,2/13/14 18:10,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
140001121,Theft from Vehicle,2/13/14 18:05,100 Block W EVELYN AV,Sunnyvale Department of Public Safety
140001130,Other Sexual Offense,2/13/14 16:06,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
14-00836,Theft,2/13/14 12:42,700 Block CONTINENTAL CIR,Mountain View Police Department
140001082,Breaking & Entering,2/12/14 18:40,100 Block ACALANES DR,Sunnyvale Department of Public Safety
140001078,Theft from Vehicle,2/12/14 18:01,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
14-00819,Theft of Vehicle,2/12/14 16:57,2700 Block LEVIN CT,Mountain View Police Department
140001076,Breaking & Entering,2/12/14 16:00,100 Block PIEDRA DR,Sunnyvale Department of Public Safety
140001063,Theft from Vehicle,2/12/14 10:27,100 Block PASITO TE,Sunnyvale Department of Public Safety
14-00810,Theft,2/12/14 8:31,600 Block DRUCILLA DR,Mountain View Police Department
140212-0464,Theft,2/12/14 5:00,1100 Block BRUCITO AV,Los Altos Police Department
140212043,Breaking & Entering,2/12/14 0:00,3100 Block LAKESIDE DR,Santa Clara City Police Department
140212181,Breaking & Entering,2/12/14 0:00,2900 Block KIFER RD,Santa Clara City Police Department
140212202,Vehicle Recovery,2/12/14 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
140001617,Breaking & Entering,2/12/14 0:00,2900 Block KIFER RD,Santa Clara City Police Department
140001620,Vehicle Recovery,2/12/14 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
140212199,Theft,2/12/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140001619,Theft,2/12/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
S140420503,Theft from Vehicle,2/11/14 23:47,1 Block BLOCK MISSION COLLEGE BLVD,Santa Clara County Sheriff's Office
140001049,Theft from Vehicle,2/11/14 19:58,1200 Block KIFER RD,Sunnyvale Department of Public Safety
14-00796,Theft,2/11/14 15:04,S BERNARDO AV & E EVELYN AV,Mountain View Police Department
14-00783,Assault,2/11/14 7:54,2500 Block GRANT RD,Mountain View Police Department
14-00780,Theft from Vehicle,2/11/14 7:20,700 Block LEONA LN,Mountain View Police Department
140001582,Theft,2/11/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140211213,Theft,2/11/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140001034,Theft from Vehicle,2/10/14 19:59,1200 Block CORONADO DR,Sunnyvale Department of Public Safety
140001032,Assault,2/10/14 19:08,600 Block GRAPE AV,Sunnyvale Department of Public Safety
14-00770,Theft of Vehicle,2/10/14 15:46,800 Block ALICE AV,Mountain View Police Department
S140410297,Theft,2/10/14 15:33,1 Block,Santa Clara County Sheriff's Office
14-00759,Theft,2/10/14 9:48,600 Block FRANKLIN ST,Mountain View Police Department
14-00756,Theft,2/10/14 8:19,700 Block S SHORELINE BLVD,Mountain View Police Department
14-00755,Theft,2/10/14 8:11,500 Block LEONA LN,Mountain View Police Department
140001013,Theft from Vehicle,2/10/14 7:43,1200 Block LAKESIDE DR,Sunnyvale Department of Public Safety
140001014,Assault,2/10/14 7:31,500 Block N FAIR OAKS AV,Sunnyvale Department of Public Safety
140001529,Theft,2/10/14 0:00,2500 Block AMETHYST DR,Santa Clara City Police Department
140002420,Theft,2/10/14 0:00,2800 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140001538,Theft,2/10/14 0:00,2900 Block LAKESIDE DR,Santa Clara City Police Department
140210171,Theft,2/10/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140210170,Theft,2/10/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140210168,Theft,2/10/14 0:00,2900 Block LAKESIDE DR,Santa Clara City Police Department
140209146,Theft,2/9/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140001500,Other Sexual Offense,2/9/14 0:00,EL CAMINO REAL & FLORA VISTA AV,Santa Clara City Police Department
140209170,Theft,2/9/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140001497,Theft,2/9/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
14-00729,Assault,2/8/14 21:18,1400 Block W EL CAMINO REAL,Mountain View Police Department
140000991,Breaking & Entering,2/8/14 19:57,700 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
140000976,Breaking & Entering,2/8/14 9:42,600 Block E MC KINLEY AV,Sunnyvale Department of Public Safety
140208093,Assault,2/8/14 0:00,3600 Block EL CAMINO REAL,Santa Clara City Police Department
140208058,Breaking & Entering,2/8/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140208160,Breaking & Entering,2/8/14 0:00,3400 Block VICTORIA AV,Santa Clara City Police Department
140208132,Theft,2/8/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140000965,Breaking & Entering,2/7/14 20:49,800 Block OLD SAN FRANCISCO RD,Sunnyvale Department of Public Safety
140000960,Theft from Vehicle,2/7/14 16:26,1300 Block BITTERN DR,Sunnyvale Department of Public Safety
14-00690,Breaking & Entering,2/6/14 18:17,600 Block CUESTA DR,Mountain View Police Department
14-00681,Theft,2/6/14 9:08,200 Block E EL CAMINO REAL,Mountain View Police Department
14-00680,Theft from Vehicle,2/6/14 8:42,1000 Block CRESTVIEW DR,Mountain View Police Department
14-00678,Theft from Vehicle,2/6/14 7:18,1200 Block DALE AV,Mountain View Police Department
14-00679,Breaking & Entering,2/6/14 6:31,RAMADA INN,Mountain View Police Department
140206068,Vehicle Recovery,2/6/14 0:00,HALFORD AV & LILLICK DR,Santa Clara City Police Department
140001376,Vehicle Recovery,2/6/14 0:00,HALFORD AV & LILLICK DR,Santa Clara City Police Department
140001396,Theft,2/6/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140206153,Theft,2/6/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
S140360298,Theft,2/5/14 14:04,900 Block LUNDY LN,Santa Clara County Sheriff's Office
140000881,Theft from Vehicle,2/5/14 0:07,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
140001361,Theft,2/5/14 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
140001332,Assault,2/5/14 0:00,3500 Block AGATE DR,Santa Clara City Police Department
140001345,Theft,2/5/14 0:00,MONROE ST & SAN JUAN AV,Santa Clara City Police Department
140001363,Theft,2/5/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140205230,Theft,2/5/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
14-00751,Theft from Vehicle,2/4/14 20:32,1200 Block DALE AV,Mountain View Police Department
14-00638,Breaking & Entering,2/4/14 12:51,600 Block CASTRO ST,Mountain View Police Department
140000855,Theft,2/3/14 21:50,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
14-00629,Theft,2/3/14 16:54,100 Block E EL CAMINO REAL,Mountain View Police Department
140000845,Theft from Vehicle,2/3/14 16:48,200 Block W MC KINLEY AV,Sunnyvale Department of Public Safety
14-00634,Theft,2/3/14 16:39,3500 Block TRUMAN AV,Mountain View Police Department
140000842,Breaking & Entering,2/3/14 15:02,1200 Block E ARQUES AV,Sunnyvale Department of Public Safety
140000840,Theft from Vehicle,2/3/14 14:41,W MC KINLEY AV & S MATHILDA AV,Sunnyvale Department of Public Safety
140000841,Theft from Vehicle,2/3/14 14:31,200 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
14-00620,Theft,2/3/14 14:15,600 Block RAINBOW DR,Mountain View Police Department
P140340165,Other Sexual Offense,2/3/14 7:03,3500 Block GRANADA AV,San Jose Police Department
14-00607,Theft of Vehicle,2/3/14 7:02,400 Block FAIRMONT AV,Mountain View Police Department
140000822,Breaking & Entering,2/3/14 1:54,1000 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
140203099,Assault,2/3/14 0:00,3300 Block EL CAMINO REAL,Santa Clara City Police Department
140001268,Theft,2/3/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140001267,Theft,2/3/14 0:00,POMEROY AV & WARBURTON AV,Santa Clara City Police Department
140000809,Theft from Vehicle,2/2/14 16:17,1100 Block LIME DR,Sunnyvale Department of Public Safety
140000806,Breaking & Entering,2/2/14 13:38,700 Block LOIS AV,Sunnyvale Department of Public Safety
140000801,Theft from Vehicle,2/2/14 12:39,100 Block E FREMONT AV,Sunnyvale Department of Public Safety
140202150,Theft,2/2/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140001246,Theft,2/2/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140001238,Theft,2/2/14 0:00,1700 Block HALFORD AV,Santa Clara City Police Department
140202095,Theft,2/2/14 0:00,1700 Block HALFORD AV,Santa Clara City Police Department
140000788,Assault,2/1/14 13:24,600 Block IRIS AV,Sunnyvale Department of Public Safety
140000786,Breaking & Entering,2/1/14 12:38,300 Block N WOLFE RD,Sunnyvale Department of Public Safety
140001226,Other Sexual Offense,2/1/14 0:00,1800 Block BRIARWOOD DR,Santa Clara City Police Department
140000007,Assault,1/1/14 8:39,900 Block LA MESA TE,Sunnyvale Department of Public Safety
140000008,Breaking & Entering,1/1/14 10:23,800 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
S140010271,Theft,1/1/14 17:52,1400 Block COUNTRY CLUB DR,Santa Clara County Sheriff's Office
140000044,Theft,1/2/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140102074,Breaking & Entering,1/2/14 0:00,1300 Block POMEROY AV,Santa Clara City Police Department
140000049,Breaking & Entering,1/2/14 0:00,1300 Block POMEROY AV,Santa Clara City Police Department
140102047,Theft,1/2/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140000026,Theft,1/2/14 10:01,700 Block ALL AMERICA WY,Sunnyvale Department of Public Safety
140000031,Assault,1/2/14 14:11,500 Block N FAIR OAKS AV,Sunnyvale Department of Public Safety
140000034,Assault,1/2/14 16:02,600 Block ARBUTUS AV,Sunnyvale Department of Public Safety
140000115,Assault,1/3/14 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
140000078,Theft,1/3/14 0:00,3400 Block BONITA AV,Santa Clara City Police Department
140103232,Assault,1/3/14 0:00,3400 Block GRANADA AV,Santa Clara City Police Department
140103142,Theft,1/3/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140000080,Breaking & Entering,1/3/14 0:00,3500 Block WARBURTON AV,Santa Clara City Police Department
140103071,Breaking & Entering,1/3/14 0:00,3500 Block WARBURTON AV,Santa Clara City Police Department
140000100,Theft,1/3/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140000066,Breaking & Entering,1/3/14 15:59,800 Block KEARNY TE,Sunnyvale Department of Public Safety
140000072,Assault,1/3/14 19:45,200 Block PEPPERMINT TREE TE,Sunnyvale Department of Public Safety
140000272,Assault,1/3/14 19:47,1100 Block W EVELYN AV,Sunnyvale Department of Public Safety
140000119,Theft,1/4/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140104019,Theft,1/4/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140104080,Theft,1/4/14 0:00,3500 Block MONROE ST,Santa Clara City Police Department
140000083,Theft from Vehicle,1/4/14 10:32,1100 Block W OLIVE AV,Sunnyvale Department of Public Safety
140104-0154,Theft,1/4/14 12:11,1500 Block CLAY DR,Los Altos Police Department
140000097,Assault,1/4/14 22:30,E EL CAMINO REAL & S WOLFE RD,Sunnyvale Department of Public Safety
148000024,Theft from Vehicle,1/5/14 2:20,1200 Block APOLLO WAY,Sunnyvale Department of Public Safety
148000028,Theft from Vehicle,1/5/14 21:05,1000 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
140000171,Theft,1/6/14 0:00,1800 Block BRIARWOOD DR,Santa Clara City Police Department
14-00051,Assault,1/6/14 8:35,700 Block E EL CAMINO REAL,Mountain View Police Department
140000121,Theft from Vehicle,1/6/14 10:31,1000 Block ASTER AV,Sunnyvale Department of Public Safety
140000126,Theft,1/6/14 10:59,700 Block S WOLFE RD,Sunnyvale Department of Public Safety
140000127,Assault,1/6/14 11:00,1200 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
140106-0249,Breaking & Entering,1/6/14 12:30,700 Block FILIP RD,Los Altos Police Department
140000134,Assault,1/6/14 14:34,300 Block N MATHILDA AV,Sunnyvale Department of Public Safety
140000135,Theft from Vehicle,1/6/14 16:18,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
14-00070,Breaking & Entering,1/6/14 16:46,600 Block CUESTA DR,Mountain View Police Department
140000137,Assault,1/6/14 16:58,BERNARDO AV AT WASHINGTON AVE,Sunnyvale Department of Public Safety
140000141,Other Sexual Offense,1/6/14 17:25,300 Block ACALANES DR,Sunnyvale Department of Public Safety
S140060349,Other Sexual Offense,1/6/14 18:16,CASTRO ST,Santa Clara County Sheriff's Office
14-00077,Breaking & Entering,1/6/14 19:48,800 Block HIGH SCHOOL WAY,Mountain View Police Department
140107232,Theft,1/7/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140000221,Theft,1/7/14 0:00,3300 Block GRANADA AV,Santa Clara City Police Department
140000240,Theft,1/7/14 0:00,3400 Block EL CAMINO REAL,Santa Clara City Police Department
140107229,Theft,1/7/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140000227,Theft,1/7/14 0:00,3400 Block AGATE DR,Santa Clara City Police Department
140000243,Theft,1/7/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140000242,Theft,1/7/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140107222,Theft,1/7/14 0:00,3400 Block EL CAMINO REAL,Santa Clara City Police Department
140107236,Theft,1/7/14 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
140107-0288,Assault,1/7/14 4:50,1400 Block BROOKMILL RD,Los Altos Police Department
140000148,Breaking & Entering,1/7/14 8:55,700 Block SUNNYVALE SARATOGA RD,Sunnyvale Department of Public Safety
140000150,Theft,1/7/14 12:35,100 Block CHARLES ST,Sunnyvale Department of Public Safety
14-00093,Theft,1/7/14 14:34,200 Block PAMELA DR,Mountain View Police Department
140000164,Theft from Vehicle,1/7/14 20:33,500 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
140000165,Theft from Vehicle,1/7/14 21:23,1200 Block OAKMEAD PK,Sunnyvale Department of Public Safety
140000168,Theft from Vehicle,1/7/14 22:17,500 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
140000285,Other Sexual Offense,1/8/14 0:00,2900 Block SALLY CT,Santa Clara City Police Department
140108211,Theft,1/8/14 0:00,3000 Block EL CAMINO REAL,Santa Clara City Police Department
140108213,Theft,1/8/14 0:00,2900 Block EL CAMINO REAL,Santa Clara City Police Department
140000257,Theft,1/8/14 0:00,3600 Block FLORA VISTA AV,Santa Clara City Police Department
140000269,Theft,1/8/14 0:00,3500 Block WARBURTON AV,Santa Clara City Police Department
140000276,Theft,1/8/14 0:00,3100 Block EL CAMINO REAL,Santa Clara City Police Department
140108190,Theft,1/8/14 0:00,3100 Block EL CAMINO REAL,Santa Clara City Police Department
140000283,Theft,1/8/14 0:00,3000 Block EL CAMINO REAL,Santa Clara City Police Department
14-00110,Theft from Vehicle,1/8/14 12:06,700 Block CONTINENTAL CIR,Mountain View Police Department
140000180,Other Sexual Offense,1/8/14 12:56,1100 Block QUINCE AV,Sunnyvale Department of Public Safety
140000189,Theft from Vehicle,1/8/14 20:47,1000 Block E EL CAMINO REAL,Sunnyvale Department of Public Safety
140000190,Theft from Vehicle,1/8/14 20:51,1100 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
140109028,Theft,1/9/14 0:00,AGATE DR & FRENCH ST,Santa Clara City Police Department
140000292,Theft,1/9/14 0:00,3400 Block AGATE DR,Santa Clara City Police Department
140000323,Robbery,1/9/14 0:00,AGATE DR & FRENCH ST,Santa Clara City Police Department
140109234,Theft,1/9/14 0:00,3300 Block CABRILLO AV,Santa Clara City Police Department
140000212,Breaking & Entering,1/9/14 15:13,1100 Block W KNICKERBOCKER DR,Sunnyvale Department of Public Safety
140000235,Breaking & Entering,1/9/14 23:30,1000 Block MANET DR,Sunnyvale Department of Public Safety
140000362,Theft,1/10/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140000337,Theft,1/10/14 0:00,3500 Block GRANADA AV,Santa Clara City Police Department
140000360,Breaking & Entering,1/10/14 0:00,2200 Block CAPISTRANO DR,Santa Clara City Police Department
140110051,Theft,1/10/14 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
140110181,Theft,1/10/14 0:00,3700 Block EL CAMINO REAL,Santa Clara City Police Department
140111165,Theft,1/11/14 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
140111171,Theft,1/11/14 0:00,3600 Block EL CAMINO REAL,Santa Clara City Police Department
140000387,Theft,1/11/14 0:00,2600 Block MORAINE DR,Santa Clara City Police Department
140000404,Theft,1/11/14 0:00,3600 Block EL CAMINO REAL,Santa Clara City Police Department
140111066,Theft,1/11/14 0:00,2600 Block MORAINE DR,Santa Clara City Police Department
140112494,Assault,1/11/14 0:00,100 Block HERITAGE AV,San Francisco Police Department
140000406,Theft,1/11/14 0:00,3400 Block EL CAMINO REAL,Santa Clara City Police Department
140111166,Theft,1/11/14 0:00,3400 Block EL CAMINO REAL,Santa Clara City Police Department
148000016,Theft from Vehicle,1/11/14 8:49,500 Block LAWRENCE EXPRESSWAY,Sunnyvale Department of Public Safety
140000266,Theft from Vehicle,1/11/14 12:40,400 Block S FAIR OAKS AV,Sunnyvale Department of Public Safety
140000434,Other Sexual Offense,1/12/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140112002,Robbery,1/12/14 0:00,2400 Block LAWRENCE EXPY,Santa Clara City Police Department
140000405,Theft,1/12/14 0:00,3500 Block EL CAMINO REAL,Santa Clara City Police Department
140000279,Assault,1/12/14 0:02,1000 Block GRECO AV,Sunnyvale Department of Public Safety
140000281,Robbery,1/12/14 3:34,800 Block W EL CAMINO REAL,Sunnyvale Department of Public Safety
140000282,Assault,1/12/14 8:00,800 Block W WASHINGTON AV,Sunnyvale Department of Public Safety
14-00185,Breaking & Entering,1/12/14 13:46,1700 Block BEGEN AV,Mountain View Police Department
140113219,Breaking & Entering,1/13/14 0:00,3700 Block POINCIANA DR,Santa Clara City Police Department
140000484,Breaking & Entering,1/13/14 0:00,1900 Block MAGDALENA CIR,Santa Clara City Police Department
140000466,Breaking & Entering,1/13/14 0:00,1300 Block POMEROY AV,Santa Clara City Police Department
140113102,Theft,1/13/14 0:00,1300 Block POMEROY AV,Santa Clara City Police Department
140113217,Theft,1/13/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140113132,Other Sexual Offense,1/13/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140000492,Theft,1/13/14 0:00,3100 Block MISSION COLLEGE BLVD,Santa Clara City Police Department
140113206,Breaking & Entering,1/13/14 0:00,3700 Block POINCIANA DR,Santa Clara City Police Department
140000487,Theft,1/13/14 0:00,2900 Block EL CAMINO REAL,Santa Clara City Police Department
140000491,Breaking & Entering,1/13/14 0:00,3700 Block POINCIANA DR,Santa Clara City Police Department
140000471,Other Sexual Offense,1/13/14 0:00,3200 Block EL CAMINO REAL,Santa Clara City Police Department
140113200,Theft,1/13/14 0:00,2900 Block EL CAMINO REAL,Santa Clara City Police Department
140113183,Breaking & Entering,1/13/14 0:00,1900 Block MAGDALENA CIR,Santa Clara City Police Department
140000307,Breaking & Entering,1/13/14 10:28,800 Block STEWART DR,Sunnyvale Department of Public Safety
140000309,Breaking & Entering,1/13/14 11:26,800 Block STEWART DR,Sunnyvale Department of Public Safety
140000312,Breaking & Entering,1/13/14 12:27,800 Block STEWART DR,Sunnyvale Department of Public Safety
140000323,Theft from Vehicle,1/13/14 18:56,1200 Block E ARQUES AV,Sunnyvale Department of Public Safety
