Identifier,Crime Type,Date/Time,Address,Agency
140050102,Assault,1/5/14 17:22,300 Block CALIFORNIA AV,Palo Alto Police Department
E14-005-09,Assault with Deadly Weapon,1/5/14 18:36,200 Block AZAILIA DRIVE,East Palo Alto Police Department
140050136,Theft,1/5/14 22:16,300 Block EMERSON,Palo Alto Police Department
14-00053,Theft,1/6/14 8:52,3100 Block N SHORELINE BLVD,Mountain View Police Department
S140060092,Theft,1/6/14 9:28,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
S140060093,Theft,1/6/14 9:28,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
14-00066,Theft from Vehicle,1/6/14 10:25,2300 Block BAYSHORE PKWY,Mountain View Police Department
11-0045,Breaking & Entering,1/6/14 12:30,200 Block MCKENDRY DR,Menlo Park Police Department
S140060219,Theft,1/6/14 13:51,500 Block LASUEN MALL,Santa Clara County Sheriff's Office
S140060234,Breaking & Entering,1/6/14 14:27,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
S140060236,Breaking & Entering,1/6/14 14:28,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
140060151,Vehicle Recovery,1/6/14 18:36,1900 Block EL CAMINO REAL,Palo Alto Police Department
11-0051,Theft,1/7/14 0:00,MENLO AV & CHESTNUT ST,Menlo Park Police Department
140070115,Theft,1/7/14 15:06,100 Block EL CAMINO REAL,Palo Alto Police Department
S140070378,Theft of Vehicle,1/7/14 16:41,200 Block PANAMA ST,Santa Clara County Sheriff's Office
S140070384,Theft,1/7/14 16:50,500 Block ESCONDIDO RD,Santa Clara County Sheriff's Office
140070143,Breaking & Entering,1/7/14 17:01,100 Block EL CAMINO REAL,Palo Alto Police Department
140070174,Breaking & Entering,1/7/14 21:17,500 Block WEBSTER,Palo Alto Police Department
11-0060,Theft from Vehicle,1/7/14 22:20,500 Block EL CAMINO REAL,Menlo Park Police Department
E14-008-11,Breaking & Entering,1/8/14 12:00,100 Block ASTER WAY,East Palo Alto Police Department
140080085,Breaking & Entering,1/8/14 12:18,600 Block E MEADOW DR,Palo Alto Police Department
140080089,Breaking & Entering,1/8/14 12:42,2900 Block COWPER,Palo Alto Police Department
S140080263,Breaking & Entering,1/8/14 13:27,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
S140080264,Breaking & Entering,1/8/14 13:28,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
S140080274,Theft,1/8/14 13:46,500 Block ESCONDIDO RD,Santa Clara County Sheriff's Office
S140080289,Theft,1/8/14 14:07,0 BLOCK PALM DR,Santa Clara County Sheriff's Office
140080120,Assault,1/8/14 14:42,2300 Block BIRCH,Palo Alto Police Department
140080136,Theft,1/8/14 15:52,100 Block EL CAMINO REAL,Palo Alto Police Department
140080137,Vehicle Recovery,1/8/14 15:54,400 Block RUTHVEN AV,Palo Alto Police Department
140080146,Theft,1/8/14 16:32,100 Block EL CAMINO REAL,Palo Alto Police Department
140080152,Vehicle Recovery,1/8/14 17:22,WAVERLEY AND RUTHVEN AV RUTHVEN AV,Palo Alto Police Department
140080173,Vehicle Recovery,1/8/14 20:15,2500 Block PARK BLVD,Palo Alto Police Department
140090006,Assault,1/9/14 2:23,300 Block CALIFORNIA AV,Palo Alto Police Department
S140090111,Theft,1/9/14 9:47,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
E14-009-08,Breaking & Entering,1/9/14 9:50,1700 Block WOODLAND AV,East Palo Alto Police Department
E14-009-08 (2),Breaking & Entering,1/9/14 9:50,1700 Block WOODLAND AV,East Palo Alto Police Department
140090058,Theft,1/9/14 10:09,2300 Block WELLESLEY,Palo Alto Police Department
14-00135,Theft,1/9/14 15:33,2400 Block CHARLESTON RD,Mountain View Police Department
S140090377,Theft,1/9/14 16:20,1 Block DUDLEY LN,Santa Clara County Sheriff's Office
140090196,Breaking & Entering,1/9/14 20:08,400 Block BRYANT,Palo Alto Police Department
140090205,Breaking & Entering,1/9/14 20:45,500 Block HIGH,Palo Alto Police Department
140090207,Breaking & Entering,1/9/14 20:57,500 Block HIGH,Palo Alto Police Department
140090216,Theft,1/9/14 21:56,HAMILTON AV AND HIGH HIGH,Palo Alto Police Department
S140100017,Theft,1/10/14 1:08,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
140100041,Assault,1/10/14 8:48,400 Block E MEADOW DR,Palo Alto Police Department
E14-010-01,Theft,1/10/14 9:32,1800 Block WEST BAYSHORE ROAD,East Palo Alto Police Department
14-00148,Breaking & Entering,1/10/14 10:20,2900 Block N SHORELINE BLVD,Mountain View Police Department
140100183,Breaking & Entering,1/10/14 15:20,300 Block SHERMAN AV,Palo Alto Police Department
S140100273,Theft of Vehicle,1/10/14 15:42,0 BLOCK PALM DR,Santa Clara County Sheriff's Office
11-0081,Breaking & Entering,1/10/14 16:00,500 Block FANITA WY,Menlo Park Police Department
S140100392,Theft,1/10/14 19:56,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
140100241,Breaking & Entering,1/10/14 20:40,400 Block BLOCK UNIVERSITY AV,Palo Alto Police Department
140110004,Assault,1/11/14 0:38,400 Block EMERSON,Palo Alto Police Department
S140110041,Vehicle Recovery,1/11/14 4:42,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
140110082,Theft,1/11/14 12:48,1600 Block BLOCK SAND HILL,Palo Alto Police Department
140110106,Breaking & Entering,1/11/14 14:29,200 Block EL VERANO AV,Palo Alto Police Department
140110137,Other Sexual Offense,1/11/14 17:39,BRYANT AND UNIVERSITY AV UNIVERSITY AV,Palo Alto Police Department
140110140,Theft,1/11/14 18:00,100 Block EL CAMINO REAL,Palo Alto Police Department
140110154,Assault,1/11/14 20:17,500 Block RAMONA,Palo Alto Police Department
11-0109,Breaking & Entering,1/12/14 9:00,700 Block OAK KNOLL LN,Menlo Park Police Department
140120079,Theft,1/12/14 12:07,2700 Block MIDDLEFIELD,Palo Alto Police Department
140120102,Theft,1/12/14 14:23,100 Block EL CAMINO REAL,Palo Alto Police Department
140120161,Assault,1/12/14 18:16,100 Block UNIVERSITY AV,Palo Alto Police Department
140120162,Breaking & Entering,1/12/14 18:17,100 Block EL CAMINO REAL,Palo Alto Police Department
11-0107,Breaking & Entering,1/12/14 19:40,1500 Block EL CAMINO REAL,Menlo Park Police Department
140120182,Assault,1/12/14 21:03,300 Block PASTEUR DR,Palo Alto Police Department
E14-013-04,Robbery,1/13/14 10:49,1700 Block EAST BAYSHORE ROAD,East Palo Alto Police Department
140130095,Breaking & Entering,1/13/14 13:06,1400 Block WEBSTER,Palo Alto Police Department
140130109,Theft,1/13/14 13:51,500 Block LYTTON AV,Palo Alto Police Department
140130127,Theft,1/13/14 15:09,800 Block EL CAMINO REAL,Palo Alto Police Department
140130154,Theft,1/13/14 16:57,800 Block EL CAMINO REAL,Palo Alto Police Department
140130162,Sexual Assault,1/13/14 17:45,200 Block FOREST AV,Palo Alto Police Department
S140130406,Breaking & Entering,1/13/14 19:35,600 Block KNIGHT WAY,Santa Clara County Sheriff's Office
140130187,Breaking & Entering,1/13/14 21:29,400 Block COWPER,Palo Alto Police Department
140130189,Breaking & Entering,1/13/14 21:45,1900 Block EL CAMINO REAL,Palo Alto Police Department
11-0123,Theft from Vehicle,1/13/14 22:05,500 Block EL CAMINO REAL,Menlo Park Police Department
140130195,Breaking & Entering,1/13/14 22:16,500 Block BLOCK ALMA,Palo Alto Police Department
E14-014-04,Theft,1/14/14 0:00,1700 Block EAST BAYSHORE RD,East Palo Alto Police Department
14-00222,Breaking & Entering,1/14/14 4:40,2600 Block MARINE WAY,Mountain View Police Department
S140140187,Theft,1/14/14 11:45,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
S140140193,Theft,1/14/14 11:54,500 Block LASUEN ST,Santa Clara County Sheriff's Office
140140113,Theft,1/14/14 13:56,100 Block EL CAMINO REAL,Palo Alto Police Department
S140140308,Theft of Vehicle,1/14/14 15:38,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
11-0133,Theft,1/14/14 17:30,MENALTO AV & GILBERT AV,Menlo Park Police Department
P140140718,Assault,1/14/14 17:35,300 Block PASTEUR DR,San Jose Police Department
E14-015-11,Breaking & Entering,1/15/14 10:30,1800 Block WOODLAND AVENUE,East Palo Alto Police Department
S140150235,Theft,1/15/14 12:40,500 Block LASUEN ST,Santa Clara County Sheriff's Office
140150120,Theft,1/15/14 14:16,100 Block EL CAMINO REAL,Palo Alto Police Department
S140150329,Theft,1/15/14 15:23,1 Block ANGELL CT,Santa Clara County Sheriff's Office
11-0151,Theft,1/15/14 15:53,300 Block SHARON PARK DR,Menlo Park Police Department
140150150,Breaking & Entering,1/15/14 17:05,1800 Block EMBARCADERO,Palo Alto Police Department
11-0153,Theft,1/15/14 18:30,300 Block SHARON PARK DR,Menlo Park Police Department
140150172,Breaking & Entering,1/15/14 20:05,500 Block HIGH,Palo Alto Police Department
140150174,Breaking & Entering,1/15/14 20:22,500 Block HIGH,Palo Alto Police Department
140150184,Breaking & Entering,1/15/14 21:24,2600 Block EL CAMINO REAL,Palo Alto Police Department
140150186,Breaking & Entering,1/15/14 21:48,1900 Block EL CAMINO REAL,Palo Alto Police Department
140150189,Breaking & Entering,1/15/14 22:17,800 Block EL CAMINO REAL,Palo Alto Police Department
140150192,Breaking & Entering,1/15/14 22:26,1900 Block EL CAMINO REAL,Palo Alto Police Department
140150194,Breaking & Entering,1/15/14 22:27,1900 Block EL CAMINO REAL,Palo Alto Police Department
S140160068,Breaking & Entering,1/16/14 7:23,300 Block GALVEZ ST,Santa Clara County Sheriff's Office
11-0160,Theft,1/16/14 11:00,600 Block ALMA ST,Menlo Park Police Department
140160148,Vehicle Recovery,1/16/14 14:43,CAMBRIDGE AV AND BIRCH BIRCH,Palo Alto Police Department
140160162,Theft,1/16/14 15:37,1 Block ENCINA AV,Palo Alto Police Department
S140160345,Theft,1/16/14 15:41,600 Block ESCONDIDO RD,Santa Clara County Sheriff's Office
11-0162,Theft,1/16/14 20:27,700 Block SANTA CRUZ AV,Menlo Park Police Department
140160239,Breaking & Entering,1/16/14 22:05,500 Block COWPER,Palo Alto Police Department
140160251,Breaking & Entering,1/16/14 22:53,400 Block BLOCK EMERSON,Palo Alto Police Department
140170078,Assault,1/17/14 9:44,400 Block FOREST AV,Palo Alto Police Department
140170157,Other Sexual Offense,1/17/14 14:14,BRYANT AND UNIVERSITY AV UNIVERSITY AV,Palo Alto Police Department
140170207,Vehicle Recovery,1/17/14 17:24,2800 Block MIDDLEFIELD,Palo Alto Police Department
11-0176,Theft,1/17/14 17:55,300 Block SHARON PARK DR,Menlo Park Police Department
140170220,Theft,1/17/14 18:15,800 Block MELVILLE AV,Palo Alto Police Department
140180101,Vehicle Recovery,1/18/14 13:36,700 Block SUTTER AV,Palo Alto Police Department
140180149,Assault,1/18/14 16:55,400 Block WAVERLEY,Palo Alto Police Department
140180153,Breaking & Entering,1/18/14 17:11,2000 Block EL CAMINO REAL,Palo Alto Police Department
E14-018-09,Breaking & Entering,1/18/14 20:52,1700 Block E BAYSHORE RD,East Palo Alto Police Department
E14-018-09 (2),Breaking & Entering,1/18/14 20:52,1700 Block E BAYSHORE RD,East Palo Alto Police Department
11-0192,Theft of Vehicle,1/19/14 0:00,300 Block WAVERLEY ST,Menlo Park Police Department
S140190179,Theft from Vehicle,1/19/14 13:58,1 Block BLOCK SERRA ST,Santa Clara County Sheriff's Office
S140190323,Breaking & Entering,1/19/14 20:50,500 Block LASUEN MALL,Santa Clara County Sheriff's Office
S140200049,Theft from Vehicle,1/20/14 5:54,0 BLOCK PALM DR,Santa Clara County Sheriff's Office
14-00326,Theft,1/20/14 7:56,2600 Block CHARLESTON RD,Mountain View Police Department
E14-020-04 (3),Theft,1/20/14 11:00,100 Block MISSION DRIVE,East Palo Alto Police Department
140200113,Theft,1/20/14 13:04,300 Block PORTAGE AV,Palo Alto Police Department
140200120,Theft,1/20/14 13:34,100 Block EL CAMINO REAL,Palo Alto Police Department
140200164,Theft,1/20/14 16:59,400 Block UNIVERSITY AV,Palo Alto Police Department
140200198,Breaking & Entering,1/20/14 21:12,400 Block EMERSON,Palo Alto Police Department
140210063,Vehicle Recovery,1/21/14 11:19,3900 Block BLOCK BIBBITS DR,Palo Alto Police Department
140210069,Theft,1/21/14 11:27,700 Block ALMA,Palo Alto Police Department
S140210301,Theft,1/21/14 13:40,600 Block ESCONDIDO RD,Santa Clara County Sheriff's Office
140210176,Theft,1/21/14 17:31,1 Block EMBARCADERO,Palo Alto Police Department
140210203,Theft,1/21/14 18:43,400 Block UNIVERSITY AV,Palo Alto Police Department
S140210487,Theft,1/21/14 19:23,500 Block LASUEN ST,Santa Clara County Sheriff's Office
140210238,Breaking & Entering,1/21/14 21:54,400 Block BRYANT,Palo Alto Police Department
140210252,Theft,1/21/14 23:27,1400 Block PITMAN AV,Palo Alto Police Department
11-0213,Theft,1/22/14 0:00,500 Block LAUREL ST,Menlo Park Police Department
140220040,Theft,1/22/14 10:02,500 Block ALMA,Palo Alto Police Department
11-0212,Theft,1/22/14 12:10,LAUREL ST & BURGESS DR,Menlo Park Police Department
140220073,Vehicle Recovery,1/22/14 12:13,200 Block HAMILTON AV,Palo Alto Police Department
S140220279,Theft,1/22/14 12:57,500 Block LASUEN MALL,Santa Clara County Sheriff's Office
140220131,Theft,1/22/14 15:52,1 Block UNIVERSITY AV,Palo Alto Police Department
140220138,Assault,1/22/14 16:50,CHURCHILL AV AND MARIPOSA AV MARIPOSA AV,Palo Alto Police Department
140220147,Theft,1/22/14 17:47,100 Block EL CAMINO REAL,Palo Alto Police Department
140230034,Assault,1/23/14 8:49,3400 Block LOUIS,Palo Alto Police Department
140230059,Robbery,1/23/14 10:43,400 Block PALO ALTO AV,Palo Alto Police Department
140230064,Vehicle Recovery,1/23/14 11:26,3000 Block PARK BLVD,Palo Alto Police Department
140230080,Breaking & Entering,1/23/14 12:37,100 Block EL CAMINO REAL,Palo Alto Police Department
140230102,Vehicle Recovery,1/23/14 13:44,LOUIS AND OREGON EXPY OREGON EX,Palo Alto Police Department
140230101,Theft,1/23/14 13:44,100 Block EL CAMINO REAL,Palo Alto Police Department
140230192,Breaking & Entering,1/23/14 20:18,500 Block HIGH,Palo Alto Police Department
140230194,Breaking & Entering,1/23/14 20:26,500 Block HIGH,Palo Alto Police Department
140230196,Breaking & Entering,1/23/14 20:27,500 Block HIGH,Palo Alto Police Department
140230197,Breaking & Entering,1/23/14 20:30,500 Block HIGH,Palo Alto Police Department
140230200,Breaking & Entering,1/23/14 20:51,500 Block HIGH,Palo Alto Police Department
140230202,Breaking & Entering,1/23/14 21:01,400 Block BRYANT,Palo Alto Police Department
140230203,Breaking & Entering,1/23/14 21:07,400 Block BRYANT,Palo Alto Police Department
140230204,Breaking & Entering,1/23/14 21:08,500 Block HIGH,Palo Alto Police Department
140240025,Theft,1/24/14 7:57,300 Block UNIVERSITY AV,Palo Alto Police Department
140240089,Vehicle Recovery,1/24/14 13:03,400 Block BRYANT,Palo Alto Police Department
140240095,Theft,1/24/14 13:30,800 Block EL CAMINO REAL,Palo Alto Police Department
11-0236,Theft,1/24/14 14:43,1000 Block UNIVERSITY DR,Menlo Park Police Department
140240148,Theft,1/24/14 16:48,500 Block E MEADOW DR,Palo Alto Police Department
11-0242,Theft,1/24/14 19:02,1000 Block UNIVERSITY DR,Menlo Park Police Department
140240207,Theft,1/24/14 20:26,100 Block EL CAMINO REAL,Palo Alto Police Department
S140250042,Theft,1/25/14 4:11,300 Block SANTA TERESA ST,Santa Clara County Sheriff's Office
140250086,Theft,1/25/14 12:42,400 Block EMERSON,Palo Alto Police Department
140250098,Breaking & Entering,1/25/14 13:19,500 Block COWPER,Palo Alto Police Department
140250111,Theft,1/25/14 14:47,300 Block PASTEUR DR,Palo Alto Police Department
140250127,Theft,1/25/14 16:18,100 Block EL CAMINO REAL,Palo Alto Police Department
S140250312,Theft,1/25/14 19:11,200 Block AYRSHIRE FARM LN,Santa Clara County Sheriff's Office
140250156,Theft,1/25/14 19:55,100 Block EL CAMINO REAL,Palo Alto Police Department
140260022,Assault,1/26/14 3:08,500 Block BRYANT,Palo Alto Police Department
E14-026-07,Robbery,1/26/14 11:18,1700 Block E BAYSHORE ROAD,East Palo Alto Police Department
E14-026-07 (2),Robbery,1/26/14 11:18,1700 Block E BAYSHORE ROAD,East Palo Alto Police Department
S140270001,Theft,1/27/14 0:00,300 Block GALVEZ ST,Santa Clara County Sheriff's Office
E14-027-02,Breaking & Entering,1/27/14 7:27,1700 Block E BAYSHORE ROAD,East Palo Alto Police Department
11-0272,Theft,1/27/14 8:45,500 Block GLENWOOD AV,Menlo Park Police Department
140270123,Vehicle Recovery,1/27/14 11:26,800 Block BLOCK HIGH ST,Palo Alto Police Department
S140270209,Theft,1/27/14 13:13,500 Block LASUEN ST,Santa Clara County Sheriff's Office
140270234,Vehicle Recovery,1/27/14 17:27,200 Block HAMILTON AV,Palo Alto Police Department
S140280140,Theft,1/28/14 10:09,600 Block SERRA ST,Santa Clara County Sheriff's Office
140280065,Theft,1/28/14 10:40,500 Block E MEADOW DR,Palo Alto Police Department
11-0285,Theft,1/28/14 11:00,MENLO AV & DOYLE ST,Menlo Park Police Department
140280108,Theft,1/28/14 13:48,100 Block EL CAMINO REAL,Palo Alto Police Department
140280114,Theft,1/28/14 14:31,100 Block EL CAMINO REAL,Palo Alto Police Department
140280128,Theft,1/28/14 15:13,200 Block HOMER AV,Palo Alto Police Department
11-0292,Breaking & Entering,1/29/14 8:30,200 Block MCKENDRY DR,Menlo Park Police Department
140290045,Theft,1/29/14 9:37,1100 Block EMBARCADERO,Palo Alto Police Department
E14-030-01,Breaking & Entering,1/29/14 12:00,1800 Block WOODLAND AVENUE,East Palo Alto Police Department
140290069,Theft,1/29/14 12:02,800 Block EL CAMINO REAL,Palo Alto Police Department
140290086,Theft,1/29/14 13:45,2200 Block EL CAMINO REAL,Palo Alto Police Department
140290147,Breaking & Entering,1/29/14 17:46,1600 Block EL CAMINO REAL,Palo Alto Police Department
140290151,Theft,1/29/14 18:02,100 Block EL CAMINO REAL,Palo Alto Police Department
140290162,Theft,1/29/14 18:57,400 Block UNIVERSITY AV,Palo Alto Police Department
140290169,Robbery,1/29/14 19:32,QUARRY AND EL CAMINO REAL EL CAMINO REAL,Palo Alto Police Department
140290172,Vehicle Recovery,1/29/14 19:39,LINCOLN AV AND BRYANT BRYANT,Palo Alto Police Department
S140300104,Theft,1/30/14 9:03,600 Block ESCONDIDO RD,Santa Clara County Sheriff's Office
140300045,Theft,1/30/14 9:33,400 Block PORTAGE AV,Palo Alto Police Department
S140300240,Theft,1/30/14 13:05,300 Block SERRA MALL,Santa Clara County Sheriff's Office
11-0305,Assault,1/30/14 16:00,800 Block SANTA CRUZ AV,Menlo Park Police Department
140300173,Theft,1/30/14 16:24,100 Block EL CAMINO REAL,Palo Alto Police Department
140300206,Vehicle Recovery,1/30/14 19:31,MIDDLEFIELD AND FOREST AV FOREST AV,Palo Alto Police Department
11-0307,Breaking & Entering,1/30/14 20:42,500 Block EL CAMINO REAL,Menlo Park Police Department
140310017,Assault,1/31/14 2:44,2800 Block MIDDLEFIELD,Palo Alto Police Department
140310160,Theft,1/31/14 15:45,700 Block EMERSON,Palo Alto Police Department
140310174,Vehicle Recovery,1/31/14 16:49,100 Block EL CAMINO REAL,Palo Alto Police Department
E14-032-01,Assault with Deadly Weapon,1/31/14 23:53,100 Block BLOCK VERBENA DRIVE,East Palo Alto Police Department
Nov-49,Theft,11/1/13 8:05,400 Block POPE ST,Menlo Park Police Department
133050091,Theft,11/1/13 10:31,900 Block STANFORD AV,Palo Alto Police Department
133050167,Assault,11/1/13 15:36,500 Block RAMONA,Palo Alto Police Department
133060001,Assault,11/2/13 0:10,500 Block RAMONA,Palo Alto Police Department
133060102,Vehicle Recovery,11/2/13 15:15,1200 Block BYRON,Palo Alto Police Department
133070065,Theft,11/3/13 11:57,300 Block UNIVERSITY AV,Palo Alto Police Department
133070066,Vehicle Recovery,11/3/13 12:00,400 Block BLOCK CALIFORNIA AV,Palo Alto Police Department
133070079,Theft,11/3/13 13:38,500 Block COWPER,Palo Alto Police Department
133070083,Theft,11/3/13 13:48,100 Block EL CAMINO REAL,Palo Alto Police Department
133070091,Theft,11/3/13 14:20,500 Block COWPER,Palo Alto Police Department
Nov-75,Theft,11/3/13 15:08,500 Block EL CAMINO REAL,Menlo Park Police Department
133080020,Assault,11/4/13 7:31,2700 Block EL CAMINO REAL,Palo Alto Police Department
133080039,Theft,11/4/13 8:30,300 Block PASTEUR DR,Palo Alto Police Department
133080080,Assault,11/4/13 10:30,400 Block E MEADOW DR,Palo Alto Police Department
133080082,Theft,11/4/13 10:35,300 Block UNIVERSITY AV,Palo Alto Police Department
13-06248,Theft from Vehicle,11/4/13 14:11,2900 Block N SHORELINE BLVD,Mountain View Police Department
133080151,Theft,11/4/13 16:09,1800 Block BRET HARTE,Palo Alto Police Department
133080199,Assault,11/4/13 20:15,100 Block EL CAMINO REAL,Palo Alto Police Department
Nov-95,Breaking & Entering,11/5/13 11:15,300 Block UNIVERSITY DR,Menlo Park Police Department
133090094,Theft,11/5/13 11:56,200 Block QUARRY,Palo Alto Police Department
133090136,Theft,11/5/13 14:22,100 Block EL CAMINO REAL,Palo Alto Police Department
133090188,Vehicle Recovery,11/5/13 17:16,100 Block EL CAMINO REAL,Palo Alto Police Department
133090227,Breaking & Entering,11/5/13 20:29,400 Block BRYANT,Palo Alto Police Department
E13-317-06,Breaking & Entering,11/6/13 0:00,1700 Block E BAYSHORE RD,East Palo Alto Police Department
133100112,Assault,11/6/13 11:14,1000 Block HIGH,Palo Alto Police Department
133100245,Theft,11/6/13 19:18,100 Block EL CAMINO REAL,Palo Alto Police Department
133100264,Theft,11/6/13 21:15,500 Block COWPER,Palo Alto Police Department
133110001,Theft,11/7/13 0:03,200 Block HOMER AV,Palo Alto Police Department
20-Nov,Theft,11/7/13 8:00,1 Block EL CAMINO REAL,Menlo Park Police Department
21-Nov,Theft from Vehicle,11/7/13 9:28,1400 Block SAN ANTONIO ST,Menlo Park Police Department
133110092,Theft,11/7/13 10:43,100 Block EL CAMINO REAL,Palo Alto Police Department
E13-311-07,Breaking & Entering,11/7/13 11:10,2000 Block EUCLID AV,East Palo Alto Police Department
E13-311-07 (2),Breaking & Entering,11/7/13 11:10,2000 Block EUCLID AV,East Palo Alto Police Department
133110118,Theft,11/7/13 11:51,200 Block QUARRY,Palo Alto Police Department
133110155,Breaking & Entering,11/7/13 13:11,100 Block ALMA,Palo Alto Police Department
133110162,Breaking & Entering,11/7/13 13:38,500 Block BRYANT,Palo Alto Police Department
133110276,Breaking & Entering,11/7/13 18:57,QUARRY AND WELCH WELCH,Palo Alto Police Department
133110318,Vehicle Recovery,11/7/13 21:14,100 Block EL CAMINO REAL,Palo Alto Police Department
133120080,Theft,11/8/13 10:20,100 Block EL CAMINO REAL,Palo Alto Police Department
133120086,Breaking & Entering,11/8/13 10:43,700 Block BLOCK WELCH,Palo Alto Police Department
Nov-32,Robbery,11/8/13 13:46,1100 Block EL CAMINO REAL,Menlo Park Police Department
133120154,Vehicle Recovery,11/8/13 15:17,2700 Block MIDDLEFIELD,Palo Alto Police Department
133120155,Theft,11/8/13 15:19,700 Block EMERSON,Palo Alto Police Department
133120174,Breaking & Entering,11/8/13 16:28,2700 Block EMBARCADERO,Palo Alto Police Department
E13-312-18,Assault with Deadly Weapon,11/8/13 18:20,100 Block GARDENIA WAY,East Palo Alto Police Department
Nov-40,Theft,11/9/13 0:00,300 Block MCKENDRY DR,Menlo Park Police Department
Nov-38,Theft,11/9/13 9:13,1500 Block SAN ANTONIO ST,Menlo Park Police Department
Nov-39,Theft,11/9/13 21:00,1500 Block SAN ANTONIO ST,Menlo Park Police Department
Nov-44,Breaking & Entering,11/9/13 22:00,2100 Block SANTA CRUZ AV,Menlo Park Police Department
E13-314-01,Assault,11/10/13 0:01,100 Block DAPHNE WAY,East Palo Alto Police Department
133140131,Theft,11/10/13 17:42,100 Block EL CAMINO REAL,Palo Alto Police Department
133150024,Vehicle Recovery,11/11/13 8:02,1500 Block CHANNING AV,Palo Alto Police Department
133150034,Breaking & Entering,11/11/13 9:03,400 Block TENNYSON AV,Palo Alto Police Department
133150056,Breaking & Entering,11/11/13 11:01,2800 Block MIDDLEFIELD,Palo Alto Police Department
Nov-58,Assault,11/11/13 13:26,500 Block EL CAMINO REAL,Menlo Park Police Department
13-06465,Theft,11/11/13 14:01,2700 Block GARCIA AV,Mountain View Police Department
133160016,Vehicle Recovery,11/12/13 7:27,2700 Block PARK BLVD,Palo Alto Police Department
133160024,Vehicle Recovery,11/12/13 8:20,300 Block BLOCK COLERIDGE AV,Palo Alto Police Department
E13-316-04,Assault,11/12/13 14:09,1700 Block E BAYSHORE ROAD,East Palo Alto Police Department
133160143,Theft,11/12/13 16:02,100 Block EL CAMINO REAL,Palo Alto Police Department
Nov-68,Theft from Vehicle,11/12/13 17:30,1400 Block GARWOOD WY,Menlo Park Police Department
133160162,Other Sexual Offense,11/12/13 17:35,700 Block N CALIFORNIA AV,Palo Alto Police Department
133160204,Assault,11/12/13 21:05,1 Block ENCINA AV,Palo Alto Police Department
Nov-76,Assault,11/12/13 21:49,MARSH RD & BAYFRONT EX,Menlo Park Police Department
13-06425,Vehicle Recovery,11/12/13 22:36,2400 Block CHARLESTON RD,Mountain View Police Department
E13-310-04,Theft,11/13/13 0:00,200 Block WISTERIA DR,East Palo Alto Police Department
E13-310-09,Breaking & Entering,11/13/13 0:00,1700 Block E BAYSHORE RD,East Palo Alto Police Department
Nov-80,Theft from Vehicle,11/13/13 0:00,500 Block UNIVERSITY DR,Menlo Park Police Department
Nov-83,Theft,11/13/13 9:00,OAK GROVE AV & MALONEY LN,Menlo Park Police Department
133170088,Assault,11/13/13 12:27,3100 Block GREER,Palo Alto Police Department
133170101,Breaking & Entering,11/13/13 12:53,500 Block PATRICIA LN,Palo Alto Police Department
133170126,Theft,11/13/13 14:29,100 Block EL CAMINO REAL,Palo Alto Police Department
133170177,Assault,11/13/13 18:30,1 Block ENCINA AV,Palo Alto Police Department
133170184,Vehicle Recovery,11/13/13 19:31,1600 Block SAND HILL,Palo Alto Police Department
133170190,Theft,11/13/13 20:07,700 Block WELCH,Palo Alto Police Department
Nov-89,Assault,11/14/13 5:30,1200 Block CRANE ST,Menlo Park Police Department
133180112,Theft,11/14/13 12:51,400 Block WAVERLEY,Palo Alto Police Department
Nov-97,Theft,11/14/13 14:00,1100 Block CHESTNUT ST,Menlo Park Police Department
4-Nov,Theft from Vehicle,11/14/13 18:00,1100 Block CRANE ST,Menlo Park Police Department
5-Nov,Theft from Vehicle,11/14/13 18:30,RAVENSWOOD AV & EL CAMINO REAL,Menlo Park Police Department
133180193,Breaking & Entering,11/14/13 20:09,200 Block SHERIDAN AV,Palo Alto Police Department
133180199,Breaking & Entering,11/14/13 20:30,200 Block SHERIDAN AV,Palo Alto Police Department
133180200,Breaking & Entering,11/14/13 20:35,200 Block SHERIDAN AV,Palo Alto Police Department
133180201,Breaking & Entering,11/14/13 20:36,200 Block SHERIDAN AV,Palo Alto Police Department
133180202,Breaking & Entering,11/14/13 20:37,200 Block SHERIDAN AV,Palo Alto Police Department
133180206,Theft,11/14/13 20:52,1 Block EMBARCADERO,Palo Alto Police Department
133180207,Breaking & Entering,11/14/13 20:54,200 Block SHERIDAN AV,Palo Alto Police Department
133180216,Breaking & Entering,11/14/13 21:30,200 Block SHERIDAN AV,Palo Alto Police Department
Nov-93,Theft,11/14/13 22:00,400 Block RAVENSWOOD AV,Menlo Park Police Department
