Identifier,Crime Type,Date/Time,Address,Agency
1305947,Traffic,10/20/13 4:04,600 Block W EVELYN AV,Mountain View Police Department
1305944,Other,10/20/13 1:38,CASTRO ST & VILLA ST,Mountain View Police Department
1305943,Disorder,10/19/13 19:38,DEVOTO ST & SYLVAN AV,Mountain View Police Department
1305941,Disorder,10/19/13 18:38,200 Block BRYANT ST,Mountain View Police Department
1305940,Traffic,10/19/13 15:15,POLARIS AV & WENTWORTH ST,Mountain View Police Department
1305939,Other,10/19/13 11:13,2500 Block GRANT RD,Mountain View Police Department
1305938,Other,10/19/13 10:17,1000 Block VILLA ST,Mountain View Police Department
1305937,Other,10/19/13 9:55,500 Block VIEW ST,Mountain View Police Department
1305935,Traffic,10/19/13 3:32,700 Block MOUNTAIN VIEW AV,Mountain View Police Department
1305933,Traffic,10/19/13 0:03,S SHORELINE BLVD & VILLA ST,Mountain View Police Department
1305932,Drugs,10/18/13 23:55,CALIFORNIA ST & FRANKLIN ST,Mountain View Police Department
1305931,Disorder,10/18/13 22:00,200 Block CASTRO ST,Mountain View Police Department
1305925,Other,10/18/13 17:29,1000 Block VILLA ST,Mountain View Police Department
1305926,Breaking & Entering,10/18/13 17:28,100 Block E EL CAMINO REAL,Mountain View Police Department
1305927,Other,10/18/13 17:04,2000 Block CALIFORNIA ST,Mountain View Police Department
1305924,Traffic,10/18/13 16:18,1 Block CHURCH ST,Mountain View Police Department
1305922,Drugs,10/18/13 14:00,1000 Block VILLA ST,Mountain View Police Department
1305920,Other,10/18/13 12:57,900 Block W DANA ST,Mountain View Police Department
1305921,Other,10/18/13 11:12,1600 Block W EL CAMINO REAL,Mountain View Police Department
1305917,Traffic,10/18/13 10:43,600 Block FRANKLIN ST,Mountain View Police Department
1305915,Other,10/18/13 10:38,1000 Block VILLA ST,Mountain View Police Department
1305916,Other,10/18/13 10:19,100 Block ESPINOSA LN,Mountain View Police Department
1305919,Drugs,10/18/13 9:59,1100 Block FAIRBROOK DR,Mountain View Police Department
1305918,Other,10/18/13 9:40,1800 Block CALIFORNIA ST,Mountain View Police Department
1305910,Traffic,10/18/13 3:31,CASTRO ST & W EVELYN AV,Mountain View Police Department
1305908,Traffic,10/18/13 1:02,200 Block FERGUSON DR,Mountain View Police Department
1305907,Disorder,10/18/13 0:02,100 Block CASTRO ST,Mountain View Police Department
1305903,Theft,10/17/13 18:32,1000 Block VILLA ST,Mountain View Police Department
1305901,Other,10/17/13 17:49,1000 Block VILLA ST,Mountain View Police Department
1305899,Other,10/17/13 16:38,700 Block E EL CAMINO REAL,Mountain View Police Department
1305898,Theft,10/17/13 16:07,1000 Block VILLA ST,Mountain View Police Department
1305896,Traffic,10/17/13 14:26,900 Block MERCY ST,Mountain View Police Department
1305893,Other,10/17/13 8:43,CENTRAL EXPY & N SHORELINE BLVD,Mountain View Police Department
1305892,Disorder,10/17/13 8:25,100 Block KITTOE DR,Mountain View Police Department
1305891,Traffic,10/17/13 8:11,CLARK AV & EDNAMARY WAY,Mountain View Police Department
1305890,Breaking & Entering,10/17/13 8:08,600 Block W EVELYN AV,Mountain View Police Department
1305889,Breaking & Entering,10/17/13 8:06,600 Block W EVELYN AV,Mountain View Police Department
1305888,Breaking & Entering,10/17/13 8:06,600 Block W EVELYN AV,Mountain View Police Department
1305886,Theft,10/17/13 7:39,1200 Block DALE AV,Mountain View Police Department
1305887,Breaking & Entering,10/17/13 7:06,600 Block W EVELYN AV,Mountain View Police Department
1305881,Disorder,10/16/13 22:25,800 Block CALIFORNIA ST,Mountain View Police Department
1305879,Other,10/16/13 20:01,CENTRE ST & YUBA DR,Mountain View Police Department
1305878,Other,10/16/13 16:48,2600 Block YORKTON DR,Mountain View Police Department
1305876,Other,10/16/13 15:25,UNKNOWN ST,Mountain View Police Department
1305871,Other,10/16/13 13:23,600 Block S RENGSTORFF AV,Mountain View Police Department
1305869,Breaking & Entering,10/16/13 10:22,300 Block W EL CAMINO REAL,Mountain View Police Department
1305868,Traffic,10/16/13 9:20,1700 Block EDNAMARY WAY,Mountain View Police Department
1305867,Other,10/16/13 9:18,1800 Block MIRAMONTE AV,Mountain View Police Department
1305866,Traffic,10/16/13 8:19,1800 Block EDNAMARY WAY,Mountain View Police Department
1305863,Other,10/16/13 7:10,3500 Block TRUMAN AV,Mountain View Police Department
1305861,Drugs,10/16/13 1:17,400 Block CALDERON AV,Mountain View Police Department
1305860,Other,10/15/13 23:13,2000 Block LATHAM ST,Mountain View Police Department
1305858,Drugs,10/15/13 19:21,1600 Block MERCY ST,Mountain View Police Department
1305856,Other,10/15/13 15:36,500 Block S RENGSTORFF AV,Mountain View Police Department
1305853,Drugs,10/15/13 14:40,100 Block E EL CAMINO REAL,Mountain View Police Department
1305852,Traffic,10/15/13 13:53,CALDERON AV & LORETO ST,Mountain View Police Department
1305851,Breaking & Entering,10/15/13 13:38,200 Block CHURCH ST,Mountain View Police Department
1305850,Other,10/15/13 12:11,900 Block JACKSON ST,Mountain View Police Department
1305848,Theft,10/15/13 9:02,1000 Block EL MONTE AV,Mountain View Police Department
1305846,Other,10/15/13 7:49,1800 Block MIRAMONTE AV,Mountain View Police Department
1305839,Drugs,10/15/13 3:45,300 Block PIONEER WAY,Mountain View Police Department
1305835,Traffic,10/14/13 21:46,CASTRO ST & W EL CAMINO REAL,Mountain View Police Department
1305843,Theft,10/14/13 19:08,500 Block S RENGSTORFF AV,Mountain View Police Department
1305828,Breaking & Entering,10/14/13 17:30,1000 Block VILLA ST,Mountain View Police Department
1305829,Traffic,10/14/13 16:52,ESCUELA AV & GAMEL WAY,Mountain View Police Department
1305827,Other,10/14/13 15:55,1100 Block ROSE AV,Mountain View Police Department
1305824,Theft,10/14/13 15:44,2200 Block LATHAM ST,Mountain View Police Department
1305821,Other,10/14/13 14:07,2500 Block GRANT RD,Mountain View Police Department
1305826,Other,10/14/13 13:44,1100 Block CASTRO ST,Mountain View Police Department
1305820,Property Crime,10/14/13 13:21,1600 Block LATHAM ST,Mountain View Police Department
1305819,Theft,10/14/13 13:16,1000 Block VILLA ST,Mountain View Police Department
1305817,Arson,10/14/13 12:15,600 Block CUESTA DR,Mountain View Police Department
1305814,Traffic,10/14/13 9:32,400 Block CHIQUITA AV,Mountain View Police Department
1305810,Other,10/14/13 8:03,500 Block CASTRO ST,Mountain View Police Department
1305800,Missing Person,10/13/13 22:31,500 Block VIEW ST,Mountain View Police Department
1305799,Traffic,10/13/13 20:54,BUSH ST & W EVELYN AV,Mountain View Police Department
1305798,Assault,10/13/13 19:21,HIGDON AV & VILLA ST,Mountain View Police Department
1305797,Other,10/13/13 18:47,1000 Block VILLA ST,Mountain View Police Department
1305840,Traffic,10/13/13 18:06,FRANKLIN ST & VILLA ST,Mountain View Police Department
1305809,Theft,10/13/13 10:08,1600 Block VILLA ST,Mountain View Police Department
1305794,Traffic,10/13/13 6:05,600 Block W EVELYN AV,Mountain View Police Department
1305795,Traffic,10/13/13 6:04,600 Block W EVELYN AV,Mountain View Police Department
1305791,Traffic,10/13/13 2:06,CALIFORNIA ST & S SHORELINE BLVD,Mountain View Police Department
1305790,Theft from Vehicle,10/13/13 1:41,800 Block CALIFORNIA ST,Mountain View Police Department
1305789,Traffic,10/13/13 0:48,CASTRO ST & VILLA ST,Mountain View Police Department
1305957,Theft,10/12/13 22:02,1 Block MERCY ST,Mountain View Police Department
1305779,Other,10/12/13 21:35,400 Block SYLVAN AV,Mountain View Police Department
1305771,Theft of Vehicle,10/12/13 7:51,800 Block ALICE AV,Mountain View Police Department
1305770,Traffic,10/12/13 1:56,HANS AV & PHYLLIS AV,Mountain View Police Department
1305767,Drugs,10/11/13 21:10,200 Block N WHISMAN RD,Mountain View Police Department
1305762,Other,10/11/13 16:42,200 Block CYPRESS POINT DR,Mountain View Police Department
1305761,Theft,10/11/13 14:28,300 Block PALO ALTO AV,Mountain View Police Department
1305759,Theft,10/11/13 13:38,700 Block E EL CAMINO REAL,Mountain View Police Department
1305757,Other,10/11/13 9:10,1900 Block GAMEL WAY,Mountain View Police Department
1305806,Theft from Vehicle,10/11/13 4:27,1500 Block W EL CAMINO REAL,Mountain View Police Department
1305754,Theft from Vehicle,10/10/13 23:09,800 Block CALIFORNIA ST,Mountain View Police Department
1305751,Traffic,10/10/13 16:18,200 Block OAK ST,Mountain View Police Department
1305750,Other,10/10/13 15:18,1000 Block VILLA ST,Mountain View Police Department
1305849,Traffic,10/10/13 13:24,E EL CAMINO REAL & GRANT RD,Mountain View Police Department
1305747,Other,10/10/13 13:22,1000 Block VILLA ST,Mountain View Police Department
1305745,Other,10/10/13 10:53,200 Block SOUTH DR,Mountain View Police Department
1305744,Other,10/10/13 10:09,100 Block W DANA ST,Mountain View Police Department
1305742,Theft,10/10/13 6:57,1000 Block HIGH SCHOOL WAY,Mountain View Police Department
1305740,Property Crime,10/9/13 23:05,800 Block VILLA ST,Mountain View Police Department
1305736,Traffic,10/9/13 19:05,E EL CAMINO REAL & HWY 85,Mountain View Police Department
1305737,Theft,10/9/13 19:03,700 Block E EL CAMINO REAL,Mountain View Police Department
1305732,Other,10/9/13 16:45,1200 Block HAMMERWOOD DR,Mountain View Police Department
1305731,Drugs,10/9/13 15:59,1000 Block VILLA ST,Mountain View Police Department
1305729,Traffic,10/9/13 13:26,ALICE AV & RAINBOW DR,Mountain View Police Department
1305727,Traffic,10/9/13 12:55,600 Block RAINBOW DR,Mountain View Police Department
1305726,Traffic,10/9/13 12:14,200 Block CHURCH ST,Mountain View Police Department
1305884,Theft,10/9/13 12:01,900 Block HIGH SCHOOL WAY,Mountain View Police Department
1305725,Other,10/9/13 11:20,1000 Block W EL CAMINO REAL,Mountain View Police Department
1305724,Other,10/9/13 10:56,300 Block SYLVAN AV,Mountain View Police Department
1305722,Other,10/9/13 8:08,800 Block WASHINGTON ST,Mountain View Police Department
1305720,Theft from Vehicle,10/9/13 7:52,800 Block CALIFORNIA ST,Mountain View Police Department
1305717,Other,10/8/13 22:11,CASTRO ST & CHURCH ST,Mountain View Police Department
1305716,Traffic,10/8/13 20:28,S SHORELINE BLVD & VILLA ST,Mountain View Police Department
1305715,Other,10/8/13 18:45,500 Block CASTRO ST,Mountain View Police Department
1305712,Theft,10/8/13 18:11,1000 Block VILLA ST,Mountain View Police Department
1305711,Vehicle Recovery,10/8/13 17:33,400 Block CLYDE AV,Mountain View Police Department
1305714,Other,10/8/13 17:28,800 Block MORAGA DR,Mountain View Police Department
1305709,Traffic,10/8/13 16:54,400 Block MARIPOSA AV,Mountain View Police Department
1305707,Other,10/8/13 14:52,200 Block CASTRO ST,Mountain View Police Department
1305719,Theft,10/8/13 14:33,CASTRO ST & VILLA ST,Mountain View Police Department
1305706,Theft,10/8/13 14:20,1700 Block SPRINGER RD,Mountain View Police Department
1305702,Other,10/8/13 13:17,300 Block FRANKLIN ST,Mountain View Police Department
1305703,Assault,10/8/13 12:53,2500 Block GRANT RD,Mountain View Police Department
1305701,Traffic,10/8/13 8:23,CASTRO ST & W EVELYN AV,Mountain View Police Department
1305700,Theft,10/8/13 6:20,700 Block CONTINENTAL CIR,Mountain View Police Department
1305695,Theft,10/7/13 22:15,300 Block HIGDON AV,Mountain View Police Department
1305693,Traffic,10/7/13 20:16,BORELLO WAY & MORAGA DR,Mountain View Police Department
1305690,Other,10/7/13 20:05,700 Block CORNELIA CT,Mountain View Police Department
1305688,Breaking & Entering,10/7/13 18:38,200 Block CHURCH ST,Mountain View Police Department
1305689,Theft,10/7/13 18:28,CALIFORNIA ST & ESCUELA AV,Mountain View Police Department
1305686,Breaking & Entering,10/7/13 18:26,200 Block CHURCH ST,Mountain View Police Department
1305685,Breaking & Entering,10/7/13 18:26,200 Block CHURCH ST,Mountain View Police Department
1305687,Other,10/7/13 18:12,CALIFORNIA ST & CHIQUITA AV,Mountain View Police Department
1305683,Other,10/7/13 17:51,CASTRO ST & W EL CAMINO REAL,Mountain View Police Department
1305682,Theft,10/7/13 17:09,1000 Block VILLA ST,Mountain View Police Department
1305681,Other,10/7/13 15:33,1700 Block WALNUT DR,Mountain View Police Department
1305679,Breaking & Entering,10/7/13 14:38,200 Block CHURCH ST,Mountain View Police Department
1305674,Drugs,10/7/13 11:59,1000 Block VILLA ST,Mountain View Police Department
1305671,Other,10/7/13 8:18,CASTRO ST & YOSEMITE AV,Mountain View Police Department
1305670,Theft,10/7/13 8:10,200 Block PETTIS AV,Mountain View Police Department
1305668,Theft,10/7/13 8:05,1800 Block MIRAMONTE AV,Mountain View Police Department
1305662,Other,10/6/13 16:35,200 Block BRYANT ST,Mountain View Police Department
1305660,Traffic,10/6/13 14:45,MIRAMONTE AV & YARDIS CT,Mountain View Police Department
1305656,Traffic,10/6/13 3:22,600 Block W EVELYN AV,Mountain View Police Department
1305655,Property Crime,10/6/13 2:38,2300 Block W EL CAMINO REAL,Mountain View Police Department
1305654,Assault,10/6/13 2:17,200 Block CASTRO ST,Mountain View Police Department
1305652,Other,10/5/13 23:15,500 Block S RENGSTORFF AV,Mountain View Police Department
1305650,Other,10/5/13 21:00,1000 Block W EVELYN AV,Mountain View Police Department
1305648,Other,10/5/13 19:24,800 Block E EL CAMINO REAL,Mountain View Police Department
1305646,Other,10/5/13 17:20,1000 Block VILLA ST,Mountain View Police Department
1305644,Traffic,10/5/13 16:29,MERCY ST & S SHORELINE BLVD,Mountain View Police Department
1305640,Other,10/5/13 11:33,900 Block RICH AV,Mountain View Police Department
1305639,Other,10/5/13 10:58,3200 Block STEVENS CREEK BLVD,Mountain View Police Department
1305638,Drugs,10/5/13 6:15,100 Block PIONEER WAY,Mountain View Police Department
1305635,Traffic,10/5/13 2:43,200 Block CASTRO ST,Mountain View Police Department
1305633,Other,10/4/13 21:32,600 Block CASTRO ST,Mountain View Police Department
1305631,Other,10/4/13 18:51,1000 Block VILLA ST,Mountain View Police Department
1305630,Other,10/4/13 17:39,1900 Block LATHAM ST,Mountain View Police Department
1305628,Other,10/4/13 15:23,CAROL AV & EUNICE AV,Mountain View Police Department
1305626,Missing Person,10/4/13 14:21,500 Block VIEW ST,Mountain View Police Department
1305623,Breaking & Entering,10/4/13 12:54,1100 Block CASTRO ST,Mountain View Police Department
1305621,Theft of Vehicle,10/4/13 8:27,100 Block KITTYHAWK WAY,Mountain View Police Department
1305616,Disorder,10/3/13 18:06,1000 Block CASTRO ST,Mountain View Police Department
1305613,Theft,10/3/13 17:11,1000 Block VILLA ST,Mountain View Police Department
1305611,Drugs,10/3/13 16:58,1000 Block VILLA ST,Mountain View Police Department
1305614,Theft,10/3/13 15:16,800 Block CASTRO ST,Mountain View Police Department
1305605,Other,10/3/13 13:48,1200 Block GRANT RD,Mountain View Police Department
1305601,Vehicle Recovery,10/3/13 9:41,1800 Block W EL CAMINO REAL,Mountain View Police Department
1305596,Theft,10/2/13 19:29,W EL CAMINO REAL & MIRAMONTE AV,Mountain View Police Department
1305593,Theft,10/2/13 15:27,600 Block W EVELYN AV,Mountain View Police Department
1305591,Other,10/2/13 12:45,100 Block CASTRO ST,Mountain View Police Department
1305586,Theft,10/2/13 3:35,200 Block N WHISMAN RD,Mountain View Police Department
1305585,Theft,10/2/13 2:43,200 Block E MIDDLEFIELD RD,Mountain View Police Department
1305584,Other,10/1/13 22:39,CASTRO ST & CHURCH ST,Mountain View Police Department
1305583,Drugs,10/1/13 20:39,1000 Block VILLA ST,Mountain View Police Department
1305582,Other,10/1/13 20:01,CASTRO ST & W EL CAMINO REAL,Mountain View Police Department
1305581,Traffic,10/1/13 19:02,CASTRO ST & W EVELYN AV,Mountain View Police Department
1305578,Traffic,10/1/13 17:44,100 Block HOPE ST,Mountain View Police Department
1305575,Other,10/1/13 16:34,UNKNOWN,Mountain View Police Department
1305574,Theft,10/1/13 16:18,1200 Block DALE AV,Mountain View Police Department
1305569,Theft,10/1/13 13:49,1000 Block VILLA ST,Mountain View Police Department
1305571,Theft,10/1/13 12:22,200 Block E EL CAMINO REAL,Mountain View Police Department
1305566,Other,10/1/13 10:36,600 Block RAINBOW DR,Mountain View Police Department
1305558,Theft,10/1/13 7:29,800 Block E EL CAMINO REAL,Mountain View Police Department
1305559,Theft from Vehicle,9/30/13 22:52,1100 Block W EL CAMINO REAL,Mountain View Police Department
1305553,Other,9/30/13 21:34,1700 Block CALIFORNIA ST,Mountain View Police Department
1305550,Other,9/30/13 16:09,UNKNOWN,Mountain View Police Department
1305546,Theft,9/30/13 15:14,1000 Block VILLA ST,Mountain View Police Department
1305547,Traffic,9/30/13 14:24,MIRAMONTE AV & YARDIS CT,Mountain View Police Department
1305544,Other,9/30/13 14:15,500 Block ESCUELA AV,Mountain View Police Department
1305543,Theft,9/30/13 12:58,300 Block ESCUELA AV,Mountain View Police Department
1305542,Traffic,9/30/13 12:38,BUSH ST & W EL CAMINO REAL,Mountain View Police Department
1305540,Missing Person,9/30/13 10:27,1000 Block BONITA AV,Mountain View Police Department
1305803,Other,9/30/13 9:38,1200 Block GRANT RD,Mountain View Police Department
1305535,Other,9/30/13 7:59,400 Block BRYANT ST,Mountain View Police Department
1305533,Theft,9/30/13 7:38,3500 Block TRUMAN AV,Mountain View Police Department
1305532,Theft,9/30/13 7:30,1300 Block TODD ST,Mountain View Police Department
1305524,Traffic,9/29/13 22:10,CALIFORNIA ST & VIEW ST,Mountain View Police Department
1305518,Missing Person,9/29/13 20:24,500 Block VIEW ST,Mountain View Police Department
1305499,Breaking & Entering,9/29/13 15:26,2400 Block GRANT RD,Mountain View Police Department
1305495,Other,9/29/13 15:11,2500 Block SOLACE PL,Mountain View Police Department
1305479,Theft,9/29/13 12:51,400 Block SYLVAN AV,Mountain View Police Department
1305842,Property Crime,9/29/13 11:11,200 Block CASTRO ST,Mountain View Police Department
1305477,Assault,9/29/13 7:57,1500 Block W EL CAMINO REAL,Mountain View Police Department
1305476,Theft of Vehicle,9/29/13 7:03,400 Block OAK ST,Mountain View Police Department
1305474,Other,9/29/13 1:22,E EVELYN AV & KITTYHAWK WAY,Mountain View Police Department
1305472,Other,9/28/13 23:01,300 Block CASTRO ST,Mountain View Police Department
1305434,Other,9/28/13 10:47,1600 Block VILLA ST,Mountain View Police Department
1305433,Theft,9/28/13 10:35,2100 Block LATHAM ST,Mountain View Police Department
1305432,Vehicle Recovery,9/28/13 9:40,2200 Block LATHAM ST,Mountain View Police Department
1305430,Theft of Vehicle,9/28/13 8:41,1900 Block CALIFORNIA ST,Mountain View Police Department
1305429,Disorder,9/27/13 21:34,1 Block W EL CAMINO REAL,Mountain View Police Department
1305428,Traffic,9/27/13 19:44,CENTRAL EXPY & HWY 85,Mountain View Police Department
1305427,Other Sexual Offense,9/27/13 19:11,1200 Block GRANT RD,Mountain View Police Department
1305425,Traffic,9/27/13 17:43,2500 Block GRANT RD,Mountain View Police Department
1305531,Theft,9/27/13 16:22,2200 Block LATHAM ST,Mountain View Police Department
1305422,Other,9/27/13 16:14,CASTRO ST & W EL CAMINO REAL,Mountain View Police Department
1305420,Other,9/27/13 14:12,2600 Block GRANT RD,Mountain View Police Department
1305419,Traffic,9/27/13 12:59,100 Block HOPE ST,Mountain View Police Department
1305417,Other,9/27/13 7:31,800 Block WILLIAMS WAY,Mountain View Police Department
1305415,Other,9/27/13 6:52,1800 Block MIRAMONTE AV,Mountain View Police Department
1305414,Breaking & Entering,9/26/13 23:36,600 Block FRANKLIN ST,Mountain View Police Department
1305410,Breaking & Entering,9/26/13 20:42,600 Block FRANKLIN ST,Mountain View Police Department
1305407,Other,9/26/13 18:09,100 Block KITTOE DR,Mountain View Police Department
1305405,Other,9/26/13 18:07,1000 Block EL MONTE AV,Mountain View Police Department
1305403,Other,9/26/13 17:31,600 Block VICTOR WAY,Mountain View Police Department
1305402,Other,9/26/13 16:52,2000 Block CALIFORNIA ST,Mountain View Police Department
1305400,Other,9/26/13 15:42,2500 Block GRANT RD,Mountain View Police Department
1305399,Drugs,9/26/13 14:51,1000 Block VILLA ST,Mountain View Police Department
1305397,Drugs,9/26/13 13:50,1000 Block VILLA ST,Mountain View Police Department
1305395,Theft of Vehicle,9/26/13 12:23,100 Block CALDERON AV,Mountain View Police Department
1305394,Other,9/26/13 8:33,500 Block VIEW ST,Mountain View Police Department
1305393,Theft from Vehicle,9/26/13 3:51,HORIZON AV & WILLOWGATE ST,Mountain View Police Department
1305392,Theft from Vehicle,9/26/13 2:10,CENTRAL AV & ORCHARD AV,Mountain View Police Department
1305391,Other,9/25/13 22:14,2500 Block GRANT RD,Mountain View Police Department
1305390,Theft of Vehicle,9/25/13 20:34,1000 Block GRANT RD,Mountain View Police Department
1305424,Theft,9/25/13 19:36,2200 Block LATHAM ST,Mountain View Police Department
1305386,Traffic,9/25/13 18:30,W EL CAMINO REAL & MIRAMONTE AV,Mountain View Police Department
1305384,Drugs,9/25/13 17:42,1000 Block VILLA ST,Mountain View Police Department
1305385,Other,9/25/13 17:34,100 Block BRYANT ST,Mountain View Police Department
1305383,Disorder,9/25/13 16:23,2500 Block GRANT RD,Mountain View Police Department
1305382,Other,9/25/13 15:47,1400 Block GRETEL LN,Mountain View Police Department
1305381,Property Crime,9/25/13 15:35,600 Block W EVELYN AV,Mountain View Police Department
1305376,Other,9/25/13 12:45,400 Block FRANKLIN ST,Mountain View Police Department
1305373,Vehicle Recovery,9/25/13 8:29,STIERLIN RD & WASHINGTON ST,Mountain View Police Department
1305721,Other,9/25/13 7:53,1000 Block EL MONTE AV,Mountain View Police Department
1305372,Theft,9/25/13 7:49,100 Block N WHISMAN RD,Mountain View Police Department
1305369,Drugs,9/25/13 0:24,W EL CAMINO REAL & PETTIS AV,Mountain View Police Department
1305367,Theft from Vehicle,9/24/13 22:05,2200 Block W EL CAMINO REAL,Mountain View Police Department
1305366,Theft from Vehicle,9/24/13 22:03,2200 Block W EL CAMINO REAL,Mountain View Police Department
1305365,Theft from Vehicle,9/24/13 21:50,2200 Block W EL CAMINO REAL,Mountain View Police Department
1305364,Theft from Vehicle,9/24/13 21:00,2200 Block W EL CAMINO REAL,Mountain View Police Department
1305362,Other,9/24/13 18:57,200 Block EASY ST,Mountain View Police Department
1305359,Traffic,9/24/13 18:33,W DANA ST & VIEW ST,Mountain View Police Department
1305357,Breaking & Entering,9/24/13 15:55,700 Block LOLA LN,Mountain View Police Department
1305352,Disorder,9/24/13 15:18,CASTRO ST & VILLA ST,Mountain View Police Department
1305349,Missing Person,9/24/13 14:52,500 Block VIEW ST,Mountain View Police Department
1305348,Other,9/24/13 12:01,W EL CAMINO REAL & HWY 237,Mountain View Police Department
1305347,Theft of Vehicle,9/24/13 10:48,800 Block TULANE DR,Mountain View Police Department
1305346,Theft,9/24/13 7:47,600 Block W EVELYN AV,Mountain View Police Department
1305341,Other,9/24/13 0:46,600 Block EL CAMINO,Mountain View Police Department
1305342,Theft,9/24/13 0:22,CASTRO ST & W EL CAMINO REAL,Mountain View Police Department
1305339,Other,9/23/13 23:02,CALIFORNIA ST & CASTRO ST,Mountain View Police Department
1305338,Theft from Vehicle,9/23/13 22:38,100 Block BRYANT ST,Mountain View Police Department
1305336,Theft from Vehicle,9/23/13 21:57,800 Block CALIFORNIA ST,Mountain View Police Department
1305345,Theft from Vehicle,9/23/13 21:41,100 Block BRYANT ST,Mountain View Police Department
1305335,Theft from Vehicle,9/23/13 21:35,100 Block BRYANT ST,Mountain View Police Department
1305588,Theft from Vehicle,9/23/13 21:21,100 Block BRYANT ST,Mountain View Police Department
1305344,Theft from Vehicle,9/23/13 21:10,BRYANT ST & VILLA ST,Mountain View Police Department
1305354,Theft from Vehicle,9/23/13 20:54,800 Block CALIFORNIA ST,Mountain View Police Department
1305371,Property Crime,9/23/13 18:54,2000 Block LATHAM ST,Mountain View Police Department
1305331,Other,9/23/13 17:55,200 Block MERCY ST,Mountain View Police Department
1305330,Theft,9/23/13 16:35,500 Block FRANKLIN ST,Mountain View Police Department
1305326,Other,9/23/13 15:36,PD FIRE ADMIN,Mountain View Police Department
1305325,Theft,9/23/13 15:21,900 Block HIGH SCHOOL WAY,Mountain View Police Department
1305324,Theft from Vehicle,9/23/13 13:35,100 Block E EL CAMINO REAL,Mountain View Police Department
1305323,Other,9/23/13 9:05,100 Block W DANA ST,Mountain View Police Department
1305321,Theft,9/23/13 9:02,3500 Block TRUMAN AV,Mountain View Police Department
1305317,Traffic,9/23/13 8:40,300 Block MOUNTAIN VIEW AV,Mountain View Police Department
1305316,Traffic,9/23/13 8:35,CASTRO ST & CENTRAL EXPY,Mountain View Police Department
1305314,Theft,9/23/13 8:34,100 Block E MIDDLEFIELD RD,Mountain View Police Department
1305310,Other,9/23/13 3:50,100 Block BRENTON CT,Mountain View Police Department
1305309,Other,9/23/13 1:45,1000 Block MIRAMONTE AV,Mountain View Police Department
1305307,Other,9/22/13 21:26,200 Block CASTRO ST,Mountain View Police Department
1305304,Other,9/22/13 15:47,500 Block VIEW ST,Mountain View Police Department
1305302,Traffic,9/22/13 15:45,CALIFORNIA ST & ESCUELA AV,Mountain View Police Department
1305300,Other,9/22/13 14:04,1800 Block FORDHAM WAY,Mountain View Police Department
1305298,Traffic,9/22/13 6:06,600 Block W EVELYN AV,Mountain View Police Department
1305297,Traffic,9/22/13 3:20,HIGDON AV & VILLA ST,Mountain View Police Department
1305296,Traffic,9/22/13 2:08,E DANA ST & MOORPARK WAY,Mountain View Police Department
1305291,Drugs,9/21/13 22:41,900 Block E EL CAMINO REAL,Mountain View Police Department
1305290,Other,9/21/13 21:09,1300 Block CALIFORNIA ST,Mountain View Police Department
1305287,Missing Person,9/21/13 17:20,500 Block VIEW ST,Mountain View Police Department
1305285,Breaking & Entering,9/21/13 11:53,2000 Block W EL CAMINO REAL,Mountain View Police Department
1305282,Property Crime,9/21/13 10:00,200 Block CASTRO ST,Mountain View Police Department
1305280,Traffic,9/21/13 9:22,CHURCH ST & FRANKLIN ST,Mountain View Police Department
1305279,Other,9/21/13 6:51,100 Block E EL CAMINO REAL,Mountain View Police Department
1305278,Traffic,9/21/13 5:46,CALIFORNIA ST & MARIPOSA AV,Mountain View Police Department
1305277,Drugs,9/20/13 23:20,600 Block KNICKERBOCKER DR,Mountain View Police Department
1305276,Assault,9/20/13 20:15,500 Block ESCUELA AV,Mountain View Police Department
1305271,Other,9/20/13 19:39,1700 Block MIRAMONTE AV,Mountain View Police Department
1305268,Other,9/20/13 16:47,1000 Block VILLA ST,Mountain View Police Department
1305267,Other,9/20/13 15:48,2000 Block W EL CAMINO REAL,Mountain View Police Department
1305264,Other,9/20/13 11:18,W EL CAMINO REAL & EL MONTE AV,Mountain View Police Department
1305561,Traffic,9/20/13 9:00,W EL CAMINO REAL & HWY 237,Mountain View Police Department
1305260,Other,9/19/13 19:56,700 Block E EL CAMINO REAL,Mountain View Police Department
1305259,Missing Person,9/19/13 18:34,500 Block VIEW ST,Mountain View Police Department
1305254,Traffic,9/19/13 14:40,SOUTH DR & THATCHER DR,Mountain View Police Department
1305255,Breaking & Entering,9/19/13 13:51,200 Block CASTRO ST,Mountain View Police Department
1305250,Other,9/19/13 13:00,1000 Block VILLA ST,Mountain View Police Department
1305249,Disorder,9/19/13 12:46,500 Block W EL CAMINO REAL,Mountain View Police Department
1305248,Theft,9/19/13 11:56,1800 Block MIRAMONTE AV,Mountain View Police Department
1305244,Other,9/19/13 9:38,UNKNOWN ST,Mountain View Police Department
1305243,Other,9/19/13 8:58,200 Block W EVELYN AV,Mountain View Police Department
1305239,Other,9/18/13 19:55,1900 Block CALIFORNIA ST,Mountain View Police Department
1305237,Disorder,9/18/13 17:53,1100 Block W EL CAMINO REAL,Mountain View Police Department
1305666,Theft,9/18/13 17:34,700 Block E EL CAMINO REAL,Mountain View Police Department
1305234,Theft,9/18/13 16:27,3500 Block TRUMAN AV,Mountain View Police Department
